Attribute_ID,Attribute_Name,Arabic_Name,Nature,Emotion_ID,Emotion_Name,Emotion_Arabic,Role,Quran_Ref,Hadith_Ref,Category,Notes
162,Firasah Imaniyyah,الفراسة الإيمانية,Positive,20,Confusion,الحيرة,Treatment,Quran 15:75,,Intensifier,Firasah Imaniyyah (intensified Firasah) for Confusion
162,Firasah Imaniyyah,الفراسة الإيمانية,Positive,19,Doubt,الشك,Treatment,Quran 15:75,,Intensifier,Firasah Imaniyyah (intensified Firasah) for Doubt
162,Firasah Imaniyyah,الفراسة الإيمانية,Positive,20,Confusion,الحيرة,Treatment,Quran 15:75,Jami at-Tirmidhi 3127,Intensifier,Firasah Imaniyyah (intensified Firasah) for Confusion
162,Firasah Imaniyyah,الفراسة الإيمانية,Positive,19,Doubt,الشك,Treatment,Quran 15:75,,Intensifier,Firasah Imaniyyah (intensified Firasah) for Doubt
164,Inabah Kamilah,الإنابة الكاملة,Positive,47,Repentance,التوبة,Universal,Quran 39:54,Sahih Muslim 2702,Intensifier,Inabah Kamilah (intensified Inabah) for Repentance
164,Inabah Kamilah,الإنابة الكاملة,Positive,7,Guilt,الندم,Treatment,Quran 39:54,,Intensifier,Inabah Kamilah (intensified Inabah) for Guilt
164,Inabah Kamilah,الإنابة الكاملة,Positive,28,Shame after Sin,الخجل بعد الذنب,Treatment,Quran 39:54,,Intensifier,Inabah Kamilah (intensified Inabah) for Shame after Sin
164,Inabah Kamilah,الإنابة الكاملة,Positive,7,Guilt,الندم,Treatment,Quran 39:54,Sahih Muslim 2702,Intensifier,Inabah Kamilah (intensified Inabah) for Guilt
164,Inabah Kamilah,الإنابة الكاملة,Positive,28,Shame after Sin,الخجل بعد الذنب,Treatment,Quran 39:54,,Intensifier,Inabah Kamilah (intensified Inabah) for Shame after Sin
177,Ridha bil-Qada,الرضا بالقضاء,Positive,2,Jealousy,الحسد,Universal,Quran 98:8,Sahih Muslim 2815,Intensifier,Ridha bil-Qada (intensified Ridha) for Jealousy
177,Ridha bil-Qada,الرضا بالقضاء,Positive,2,Jealousy,الحسد,Treatment,Quran 98:8,,Intensifier,Ridha bil-Qada (intensified Ridha) for Jealousy
177,Ridha bil-Qada,الرضا بالقضاء,Positive,23,Impatience,قلة الصبر,Treatment,Quran 98:8,,Intensifier,Ridha bil-Qada (intensified Ridha) for Impatience
177,Ridha bil-Qada,الرضا بالقضاء,Positive,15,Love of Dunya,حب الدنيا,Treatment,Quran 98:8,Sahih Muslim 2815,Intensifier,Ridha bil-Qada (intensified Ridha) for Love of Dunya
177,Ridha bil-Qada,الرضا بالقضاء,Positive,2,Jealousy,الحسد,Treatment,Quran 98:8,,Intensifier,Ridha bil-Qada (intensified Ridha) for Jealousy
184,Istiqamah Kamilah,الاستقامة الكاملة,Positive,21,Distractedness,الغفلة,Universal,Quran 41:30,Sahih Muslim 38,Intensifier,Istiqamah Kamilah (intensified Istiqamah) for Distractedness
184,Istiqamah Kamilah,الاستقامة الكاملة,Positive,8,Laziness,الكسل,Treatment,Quran 41:30,,Intensifier,Istiqamah Kamilah (intensified Istiqamah) for Laziness
184,Istiqamah Kamilah,الاستقامة الكاملة,Positive,21,Distractedness,الغفلة,Treatment,Quran 41:30,,Intensifier,Istiqamah Kamilah (intensified Istiqamah) for Distractedness
184,Istiqamah Kamilah,الاستقامة الكاملة,Positive,8,Laziness,الكسل,Treatment,Quran 41:30,Sahih Muslim 38,Intensifier,Istiqamah Kamilah (intensified Istiqamah) for Laziness
184,Istiqamah Kamilah,الاستقامة الكاملة,Positive,21,Distractedness,الغفلة,Treatment,Quran 41:30,,Intensifier,Istiqamah Kamilah (intensified Istiqamah) for Distractedness
190,Rifq billah,الرفق بالله,Positive,1,Anger,الغضب,Universal,Quran 3:159,Sahih Muslim 2593,Intensifier,Rifq billah (intensified Rifq) for Anger
190,Rifq billah,الرفق بالله,Positive,1,Anger,الغضب,Treatment,Quran 3:159,,Intensifier,Rifq billah (intensified Rifq) for Anger
190,Rifq billah,الرفق بالله,Positive,16,Hatred,الحقد,Treatment,Quran 3:159,,Intensifier,Rifq billah (intensified Rifq) for Hatred
190,Rifq billah,الرفق بالله,Positive,3,Anxiety,القلق,Treatment,Quran 3:159,Sahih Muslim 2593,Intensifier,Rifq billah (intensified Rifq) for Anxiety
190,Rifq billah,الرفق بالله,Positive,4,Fear,الخوف,Treatment,Quran 3:159,,Intensifier,Rifq billah (intensified Rifq) for Fear
